TF,target,importance
Irf8,Dusp3,5.776179044902461
Arg1,Cks2,5.766644794729389
Hmgn3,Hist1h4h,5.758936497266527
Atf3,Muc5b,5.755092207748422
Mxd3,Cdca2,5.753337741135059
Ikzf3,Ptprcap,5.745068795110521
Ebf1,Fcer2a,5.744670243362391
Irf7,Cmpk2,5.732671127335965
Nr1h3,Iigp1,5.7294402997660985
Arg1,Padi1,5.722154897120327
Dab2,Sept9,5.716745302716849
Nfia,Cldn10,5.709864369387067
Dab2,Lilra5,5.7054052890634335
Fosb,Egr1,5.699726830033782
Id2,Thbs1,5.688967625454463
Irf7,Klk8,5.67790041593847
Gata6,Bmp1,5.677205997456669
Irf8,Lyz2,5.674459600645736
Yod1,Fcgbp,5.672980441848633
Irf7,Egfr,5.664021457745985
Ckmt1,Vcam1,5.6602370597680265
Irf8,Gna12,5.647574489717135
Bcl11b,Chst2,5.646275089675621
Arg1,Cops6,5.636773882580415
Irf7,Cldn7,5.6364548803884995
Tfec,Ccl6,5.6330573309572225
Pax5,Fcer2a,5.63239257590355
Ikzf3,Gbp5,5.630962373165266
Irf8,Mcoln3,5.627761561310944
Nr2f2,Mgp,5.627655536957631
Mxd3,Kif11,5.625242828503553
Irf8,Abhd12,5.62453026034436
Bcl11b,Cxcr6,5.621372964921497
Foxm1,Birc5,5.618931774071189
Yod1,Dnajb1,5.616572203099933
Yod1,Ceacam1,5.614327684384588
Bcl11b,Thy1,5.613984455399961
Adarb1,Prok2,5.612370688163226
Irf8,Tubb5,5.60879228325458
Foxm1,Cit,5.604384862361023
Pou2af1,Iglc2,5.602450778367805
Ikzf3,Ccl5,5.601546925557696
Irf8,Clec1b,5.5989499496762685
Arg1,Fscn2,5.5978771130142855
Arg1,Gpx1,5.597434628050292
Arg1,Rab27a,5.596103504720322
Dab2,Olfm1,5.591496936537732
Jdp2,Hist1h2ac,5.5897676418684545
Sox2,Cdc20,5.589610999610475
Irf8,Esyt1,5.586412880761624
Arg1,Avpi1,5.583712714948412
Anxa1,Layn,5.580716754846982
Irx3,Ighg1,5.579957629767661
Anxa1,Slamf8,5.579772706820325
Msi2,Gjb2,5.570635149241862
Irf7,Bst2,5.56929988916133
Ezh2,Them5,5.566611054479538
Bcl11b,Trbc2,5.5665481838149695
Dab2,Vim,5.5594908864836725
Irf7,Mx1,5.559246364676125
Irf7,Ifitm3,5.555370812025637
Dab2,Rassf4,5.551933742776974
Irf7,Pigr,5.537716538141695
Fhl2,Cyr61,5.533411291466683
Irf7,Dpep1,5.531044948956724
Pax5,Iglc2,5.525722254333842
Klf4,Cxcl2,5.523973269582265
Pax5,Ighm,5.515915322719339
Irf7,Gngt2,5.49753480141967
Tfec,Arhgap31,5.496920188973469
H2afz,Pclaf,5.489658006017864
Hivep3,Bok,5.483916400759885
Bcl11b,Gimap7,5.475878394364419
Pou2af1,Pdlim1,5.474780091795561
Dab2,Lyz2,5.466663742461933
Ddit3,Asns,5.465844222234866
Arg1,Plpp1,5.4648461030790845
Atf3,Hk2,5.463745150562903
Dab2,Plxdc2,5.462228679821537
Pou2af1,Ighd,5.456803958349615
Ehf,Fam213a,5.455592888448531
Ezh2,Nid1,5.454666660683281
Irf7,Krt18,5.452869192077227
Anxa1,Ppbp,5.447518012906655
Bcl11b,Cd2,5.445670934232882
Id2,Tcirg1,5.443384110588408
Yod1,Arg1,5.4390624932697555
Irf8,Pkib,5.432642452008242
Gata6,Wfdc2,5.432624207917877
Hivep3,Htra1,5.4301834428777
Mafb,Igf1,5.423887924327321
Bcl11b,Itgb7,5.420024541718489
Dab2,Slamf9,5.419369328873871
Nfix,Cdh11,5.417593774610824
Ehf,Fdps,5.417319024267829
Irf7,Fcmr,5.412995758841293
Irf8,Mgll,5.404794925406076
Bhlhe41,mt-Nd1,5.399881166782088
Zeb2,Nceh1,5.3995799557573
Nfix,Tcf7,5.396542355417621
Foxm1,Hist1h1b,5.388714795052908
Dab2,Il11ra1,5.374104157955808
Bhlhe41,Dhrs3,5.372592980612354
Gata6,Bex3,5.365304420501977
Dab2,Sdc3,5.364538452480519
Nfix,Ncapd2,5.363346727324755
Irf7,Usp18,5.362691993274536
Klf4,Adss,5.359832409472962
Zeb2,Rgs1,5.356171068785571
Ezh2,Ltbp1,5.356073250248956
