TF,target,importance
Gadd45a,Rftn1,0.9110738416499617
Fosb,Chst2,0.9110075387019557
Gadd45a,Fam46c,0.9109865849191974
Hspa5,Igf1,0.9108940452226723
Mafb,Tmem106a,0.9107796026114545
Mef2c,Hist1h4i,0.9106340314647179
Zeb2,Stab1,0.9105161674992116
Pou2f2,Plet1,0.910421017774235
Ahr,Pla2g2d,0.9103890077005375
Cebpa,Camk1,0.9103386222388055
Celf4,Sdc3,0.9102802386491166
Zeb2,C1qc,0.9102362203030016
Atf3,Ly6i,0.9101980872470794
Pax5,Acsl3,0.9101716955660016
Irx3,Muc5b,0.9101474699869665
Zeb2,Phlda1,0.9100459898408775
Nfib,Osmr,0.910026202229121
Hspa5,Rps6ka2,0.9099424355444521
H2afz,Il6st,0.9098328310416811
Tagln2,Mcm6,0.9097345710987942
Pou2f2,Ccl7,0.9096522595862313
Ddit3,Stfa3,0.909578432572528
Fosb,Ckap2,0.9095137343886753
Zbtb20,Parm1,0.9094267108643593
Tcf4,Daglb,0.9093494309632506
Ar,Cd109,0.9093223251679659
Msi2,Apol7a,0.9090951687077284
Lmo2,Retnlg,0.9090733919242423
Zeb2,Hes1,0.9090458747746993
Zbtb20,Cav1,0.9090403626601259
Egr1,Cybb,0.9089721233228494
Tcf4,Ly6d,0.9089479142862036
Gadd45a,Sms,0.9089460355378578
Mef2c,Ndrg1,0.9089352181796351
Ets1,Parm1,0.9088976004113243
Mef2c,Dcxr,0.908726437179145
Adarb1,Cd22,0.9085396665802162
Cebpa,Clec4a1,0.9084986605531922
Hivep3,Serpina3g,0.9084159180243192
Bhlhe41,Ttk,0.9083812118330833
Nfib,Tuba1a,0.9083323321725557
Adarb1,Pdxk,0.9082092199507856
Ikzf2,Aspa,0.908175804576062
Canx,Asprv1,0.9081488144585489
Tcf7l2,Marco,0.9080739127540796
Tfec,Hsp90b1,0.9079044810905182
Tcf4,Rab3il1,0.9077497226397391
Tcf4,Hist1h1e,0.907604060172993
Cebpa,Nceh1,0.9073838956555323
Dab2,Chil1,0.9073629804056942
Lmo2,Ebf1,0.9073507486634429
Hspa5,Igfbp7,0.9073358232881567
Zeb2,Slc36a2,0.9070977283395014
Gata6,Arhgap29,0.9070716946835016
Mef2c,Fn1,0.90704999098526
Mafb,Slc36a4,0.9069095279550081
Mecom,Dpysl3,0.906903467683529
Canx,Colgalt1,0.906639701053405
Ets1,Ttk,0.9066168854883428
Nfix,Col6a1,0.9065789957443724
Tfec,Tcirg1,0.9065526949611673
Spats2,Scgb1a1,0.906535912814276
Ikzf3,Ccnf,0.9064073476699297
Nap1l1,Tubb2a,0.9063901567115777
Adarb1,Cd63,0.9062493985750424
Zeb2,Arhgap29,0.9059442132267526
Tcf7l2,Gpx3,0.9057804461545672
Ahr,Tchh,0.9054204292002319
Celf4,Rnf128,0.9052843799894965
H2afz,Pkib,0.9051415687701052
Adarb1,AC168977.1,0.9048103795252751
Anxa1,Adam33,0.9047723532978561
Cebpa,Ptgfrn,0.9045223638290083
Nme1,Sftpb,0.9045080941830808
Ddit3,Maoa,0.9044675438216982
Tcf4,Calu,0.9043180062558298
Ikzf3,Slpi,0.9042445809134396
Pbx1,Selenom,0.9040143341555239
Dtl,Sgo2a,0.9039902426977364
Nr4a1,Lamp1,0.9039808769282635
Spats2,Pcsk6,0.903944931406026
H2afz,Ifi27l2a,0.9039429246727649
H2afz,Yod1,0.9038896806403823
Adarb1,Fabp1,0.9037720069103352
Lef1,Tgfbi,0.9037299508509283
Ebf1,Hspb8,0.9036445442568941
Nme1,Cited4,0.9035740165322592
Nap1l1,Zranb3,0.9035214697440214
Dab2,Cebpa,0.9032452069619947
Nme1,Cenpm,0.9030952322244793
Nfix,Cd302,0.9030392254662432
Nfix,Serpinh1,0.9030387688152305
Mef2c,Csf2ra,0.9029876345955867
Nfix,Sema3c,0.9029548178604954
Ebf1,Pcolce,0.9029441986787322
Zbtb20,Fstl1,0.9028509161124924
Gata6,Snhg18,0.9027757131238128
H2afz,Ly6k,0.9025668337765028
Tcf7l2,Dpep2,0.9023945577290237
Celf4,Ly75,0.9023218894481898
Anxa1,Stxbp6,0.9022870883979666
Ebf1,Rbp4,0.9019580114564191
Zeb2,Gm26522,0.9019363385634818
Nap1l1,Tmem256,0.9018899503240613
Nfia,Tspan11,0.9018069981809884
Nme1,Snca,0.9016635835552502
Cebpa,Snx5,0.9016381898815594
Tfec,Nav2,0.9015459199836772
Hspa5,Prr15l,0.9014826262329796
Egr1,Ndrg1,0.9014401049228016
Hivep3,Tbxas1,0.9013055132649154
Dab2,Adam33,0.9011431209129548
Tfec,Abhd12,0.9010921163732963
Tcf7l2,Car4,0.9010795250646771
Pbx1,Slc4a4,0.901041218624899
Mycl,Rgl1,0.9009426607166205
Klf4,Apoc4,0.900835124509992
Ahr,Cfp,0.9007357517901706
Zeb2,Slc4a1,0.9004878427327043
Zeb2,F13a1,0.9004674679339434
Zeb2,C1qa,0.9003441529954375
Ets1,Lmo4,0.9002704363161826
Zeb2,Cyp4v3,0.900234542783521
Nr4a1,Olfr1369-ps1,0.9002015194131383
Celf4,Tpp1,0.900180907650466
Nr2f2,Pdlim4,0.900094056857574
Egr1,Ramp3,0.9000243403768744
Celf4,Abcc5,0.899915483476381
Cebpa,Cxcl2,0.8998449257308149
Tcf4,Vcam1,0.8998080904007587
Ckmt1,Mia,0.8998025267099666
Odc1,Calml3,0.8997982684084884
Tcf4,Creg1,0.8995570898829354
Irf8,Agap1,0.8995143875334665
Zeb2,Lair1,0.8995087713911523
H1fx,Pcdh7,0.8993739163032991
Tcf7l2,P2ry6,0.8991644260943061
H2afz,Tnfrsf12a,0.8991059862016513
Anxa1,Mllt3,0.899093890876366
Ahr,Zmynd15,0.8990733714476956
Tagln2,Hist1h2ae,0.8990538173047253
Odc1,Ptges,0.8990469466052544
Maf,Avil,0.8990165436026644
Nme1,Msi2,0.8988789779236841
Acaa1b,Pdlim1,0.8987942495573036
Gadd45a,Hspa9,0.8987677019457398
Tcf7l2,Krt78,0.8987276638842571
Klf4,Tspan11,0.8986214746188016
Maf,F2r,0.8985867117034385
Hes1,Ifitm3,0.8985812820170829
Pou2f2,Racgap1,0.8985632764642509
Atf5,Arfgef3,0.8985080647185718
Odc1,Klrd1,0.8984558583480394
Ikzf2,Kif11,0.8982816515150192
Tcf4,Robo1,0.8978735253500609
Ets1,Il18bp,0.8977923499372237
Fhl2,Ly9,0.8975611331132538
Canx,Slfn5,0.8974712298843186
Ehf,Tceal9,0.897378747607069
Canx,Cpq,0.8971406865143547
Fhl2,Cited4,0.8970889525544746
Mecom,Faim2,0.8970758990075709
Cebpa,Pou2f2,0.8970707673118531
Nme1,Trbc1,0.8970183422350861
Fosb,Ccr9,0.8967700384877627
Spats2,AU021092,0.8966987560892807
Las1l,Ly9,0.8966130452036796
Ets1,Slc36a2,0.8965863443176687
Ets1,Arc,0.8965578713428904
Nfib,Limch1,0.896547320876585
Ets1,Osbpl3,0.8965023888698737
Zeb2,Stk39,0.8964936465411295
H2afz,Sfta2,0.8964410965112705
Anxa1,Prdx2,0.8964163750071568
Nfix,Hsd17b7,0.8963928752712239
Irx3,Ces1d,0.8963913307753464
Lmo2,C1qc,0.896218917458802
Lmo2,Spsb1,0.8961786073118996
Acaa1b,C530008M17Rik,0.8961640468529908
Tfec,Cebpa,0.8959303995897628
Nme1,Nrp1,0.8958917679963733
Ikzf2,Pcdh7,0.895856322145707
Irf8,2010111I01Rik,0.8957807601389287
Ezh2,Clec2g,0.8956903092492121
Mef2c,Hmgn3,0.8955984264479605
Id2,Bcam,0.8955419363465074
Ar,Fbln1,0.8954773078924511
Irf8,Selenom,0.8954297916472314
Anxa1,Pianp,0.8953786032117281
Mecom,Nedd4,0.8953596722419493
Ar,Serping1,0.8953380294960585
Nap1l1,Ndufc2,0.8952834868209368
Celf4,Marco,0.8951094947765704
Dab2,Ppp1r14b,0.895109242523452
Atf3,Apoc1,0.8949860151750351
Nr1d1,Mettl17,0.8949146183164002
Pbx1,Ddit4,0.8945478737547427
Fosb,C130026I21Rik,0.8945352350598661
Ebf1,Mecom,0.8945215378015816
Tcf4,Ackr3,0.8942593709042745
Pou2f2,Iglc2,0.89423323541975
Fosb,Plxna4,0.8942078229553134
Irf8,Naglu,0.8941721635373807
Lef1,Fam110a,0.8940187250867202
Nme1,Dhfr,0.8938304441122855
Pou2f2,Cebpa,0.8937727240811423
Dab2,Hacd1,0.8937600923404726
Nfix,Cxcr1,0.893737990143164
Nr4a1,Lhfpl2,0.8935946092976623
Nme1,Gpr171,0.89335902248533
Tagln2,Pcdh7,0.8933287260117746
Atf3,Ftl1-ps1,0.8932664215316704
Pparg,Fcor,0.8931825508169282
Anxa1,Dut,0.893159568977233
Pparg,Nlrp10,0.8931491775705371
Tagln2,Tsc22d1,0.8931369935351173
Canx,Vamp5,0.8931263896295126
Mafb,Nr1d1,0.8930910714279665
Adarb1,Plxdc1,0.8930832453222295
Tfec,Lsr,0.8928397242047326
Klf4,Wfdc21,0.8927702995574027
Bhlhe41,Idh2,0.89271052504422
Sox2,Blnk,0.892671767208821
H2afz,Sdf2l1,0.8926545290063632
H2afz,Plxna4,0.892588186122011
H2afz,Fam213b,0.892572944642731
Dab2,Rpn1,0.8924653356336273
Irf8,Plin2,0.8924387014401496
Anxa1,Gbp5,0.8924110907106062
Pparg,Tex264,0.892257803436996
Zeb2,H2-DMb1,0.89224626682489
Tfec,Prdx4,0.8921960438173596
Nr1h3,Gm4610,0.8921877556309687
Tagln2,Manf,0.892037362029401
Egr2,Rps6ka2,0.8919925388210095
Gadd45a,Pcdh7,0.8919495460109753
Cebpa,Serpinb2,0.8919209403525606
Egr1,Itgb8,0.8918868613578407
Pparg,Abcg1,0.89185957005185
Tfec,Aspa,0.8917979091430862
Tcf7,Cxcr6,0.8917387568210721
Msi2,Celsr1,0.8917353347392628
Adarb1,Cxcl14,0.8916895894952681
Msi2,Cxcl10,0.8916512177697118
Celf4,Gaa,0.8916030828644682
Atf3,Mettl17,0.8915377013900746
Zbtb20,Ier5l,0.8914946321334081
Egr1,Hist4h4,0.8914316897458903
Nap1l1,Idh1,0.8913866623406428
Nap1l1,Ifi202b,0.8913327775767865
Nap1l1,C130026I21Rik,0.8913092580718801
Pbx1,Vsig10l,0.8912734539697857
Tcf7l2,Chpt1,0.891227566334067
Pbx1,Rhoj,0.8911668542121978
Cebpa,Clu,0.8911122762427398
Anxa1,Pdia6,0.891093800260293
Fhl2,Mgst2,0.8908470735031707
Dbp,Ager,0.8906868968610119
Zeb2,Cdo1,0.8906076761243794
Dnmt3a,Celf4,0.8905972386253116
Klf4,Pycard,0.8905485177100124
Tcf7l2,Lhfpl2,0.8905443690833093
Ezh2,Spc25,0.8905244831271343
Klf4,Abhd12,0.8905216233928661
Zeb2,Cited4,0.8905084172410584
Irf8,Ly6i,0.890426431466129
Dtl,Spc25,0.8903740907485987
Pparg,Ccng1,0.890340547877861
Tfec,Mertk,0.8901964828094172
Dab2,Slc16a9,0.8901909947348281
Pparg,S100a1,0.8901437359236484
Ikzf3,Nek2,0.8901074563320185
Egr2,Cxcl9,0.8900384648538193
Hspa5,Tgfbi,0.8898865820393869
Ets1,Fdx1,0.8898755743957906
Nap1l1,Lamtor4,0.8895862770673488
Nr4a2,Ccl4,0.8894022574817485
Klf4,Rpn1,0.8891889952566636
Zbtb20,Ttk,0.8891853009456528
Klf4,Fcor,0.8891156179413219
Nfix,Myzap,0.8889598550849651
Nme1,Psen2,0.8887615358723253
Dnmt1,Ska1,0.8887363365987812
Nfix,Tchh,0.8887233830191585
Tagln2,Pde1c,0.8887150776953345
Zeb2,Prok2,0.8886257331159622
Hspa5,Orm1,0.8884388775610177
Ets1,Inhba,0.8884221072387344
Nfix,F10,0.888388972624848
Foxm1,Spata7,0.8883426442357862
Canx,Ccl8,0.8883285934542082
Ets1,Gm15848,0.8882805162832921
Ckmt1,Dmkn,0.8881814828639664
Nr4a1,Lrp1,0.8880842201128838
Zeb2,Gypa,0.8880578514947649
Lef1,Celsr1,0.8880115583895598
Zbtb20,Gpc3,0.8880111320018291
Nr4a2,Itga2,0.8879562388891273
Dab2,Ctsl,0.8877780437321849
Ets1,Nme1,0.8877488725661811
Tfec,Gpnmb,0.8877476987749255
Dnmt1,Kcnk1,0.8874464793102472
Hes1,Nr1h3,0.8874392923768636
Cebpa,Ptges,0.8873287508912465
Nme1,Ctnnd1,0.8873195442623241
Dnmt1,Tpx2,0.8872605155786834
Klf4,Mmp23,0.8872583718061668
Nme1,Aig1,0.8870236039279611
Nfix,Vcam1,0.886999987425917
Nap1l1,Sox2,0.8868176969234162
Atf3,AC160336.1,0.88681074026449
Mef2c,Ptprs,0.8867977641665808
Dnmt3a,Gm4316,0.8867229492345428
Acaa1b,Mical2,0.8860564140260904
Hes1,Hspa1a,0.8860439784338385
Ar,Gm8369,0.886032948232247
Gata6,Thbs1,0.886016930858501
Nap1l1,Rrm1,0.8860081726914174
Las1l,Dnmt1,0.8859380899583242
Irf8,Errfi1,0.885845690499917
Ar,Trbc2,0.885796885716755
Maf,Dok2,0.8857824032127979
Ets1,Dock10,0.8855524457557802
Acaa1b,Brip1,0.8854431427224936
Klf4,Tgfbi,0.8853497124752864
Nfix,Slc25a4,0.8853236977995756
Cebpa,Lima1,0.8852411323531324
H2afz,Il3ra,0.8852302172632581
Pbx1,Egfr,0.8852299392635494
Ar,Phldb2,0.8851756120655583
Dab2,Tspan11,0.8850300482869713
Atf5,Pla2g2d,0.8850228597484691
Adarb1,Ebpl,0.8848827145215445
Irf8,Alox12,0.8848095635185661
Pou2f2,Errfi1,0.8847770156527652
Gata6,Ltbp3,0.8846790752583719
Odc1,Hspd1,0.8846488365038521
Egr1,Rps2,0.8846443338076544
Ikzf3,Pde1c,0.884597753051949
Tcf4,Mecom,0.8845168265516913
Ikzf2,Ctla2a,0.8843477352786868
Nme1,Ifit3b,0.8841368760056272
Canx,Ifi203,0.88409528468865
Egr2,Kcnn3,0.8840852547195441
Irf8,Hist1h1e,0.8840481627071465
Irx3,Tff2,0.8840421459886897
Pou2f2,Arfgef3,0.8840273549031462
Atf3,Il1a,0.8838602381085804
Dbp,Gm26870,0.883836344374315
Nfix,Selenbp1,0.883639741709075
Fosb,Usp18,0.8834706012690214
Tfec,Maged1,0.8832741985378945
Nkx2-1,Cald1,0.883189255886023
Ikzf3,Sox2,0.8831621501341739
Sox2,Ehf,0.8831515454668019
Ets1,Rab27b,0.883112124975258
Atf3,Ifi27l2a,0.8829660623887498
Gadd45a,Flnb,0.8829443027375454
H2afz,Camk2n1,0.8829280680331077
Nr1d1,Bc1,0.8828680454192804
Nme1,Ifitm3,0.8828388037352749
Hspa5,Cxcl17,0.8827718896949724
Canx,Hsd17b7,0.8826198251000075
Zeb2,Gas1,0.8825745457712931
Tcf4,Gpx3,0.882530345737034
Pparg,Ttyh2,0.882437480359907
Tcf7l2,Dhrs3,0.8823577485720704
Pbx1,Lamb2,0.8823360955112364
Cebpa,Sirpa,0.8823268403985793
H2afz,Pdzk1ip1,0.8820261039279053
Celf4,Hvcn1,0.8819506022250012
Odc1,H1fx,0.8819246803826688
H2afz,Hist4h4,0.8819217608401311
Atf3,B4galt6,0.8818313199758048
Lmo2,Gna12,0.881826092219166
Irf8,Ly9,0.8817102654390568
Tcf4,Gstm2,0.8816629205578834
Cebpa,Slc39a10,0.8816079606980499
Cebpa,Sftpa1,0.8816031221750962
Tcf4,Snx5,0.8815473781599984
Canx,Plin2,0.8815363166860521
Anxa1,Selenoh,0.8815284811635843
Irf8,B930036N10Rik,0.8815256026558778
Fosb,Acvrl1,0.8813246308813447
Irf8,Gpx3,0.8812307368054875
Irf8,Rtp4,0.8812287645617547
Nr2f2,Aldh1a1,0.8811532845157615
Canx,Trdc,0.881055328593384
Nfib,Lgalsl,0.8809876842365505
Tcf7,Gm26917,0.8809606025088732
Tfec,Gas2l3,0.8809350489759953
Ets1,Wfdc18,0.880552532395963
Acaa1b,Tcirg1,0.880539107886239
Nfix,Snx5,0.8803603394708926
Nr4a1,Rpl39l,0.8802181669757622
Pparg,Ccdc88a,0.8801718298030692
Ikzf3,Derl3,0.8801681461012234
Canx,Il18bp,0.8800241626837121
Mecom,Eln,0.8799042697600296
Pou2f2,Cdkn1a,0.8798104944729255
Anxa1,Oasl1,0.8797634042844347
Dnmt3a,Cspg4,0.8796287412371014
Nr4a1,Mamdc2,0.8793499278410246
Id2,Them5,0.8793130195921509
Acaa1b,Tcim,0.8792991678255822
Jdp2,Rab27a,0.8792194494267918
Lmo2,Rasa4,0.8791790251671955
Zeb2,Pdia6,0.8790548930382869
Tagln2,Fbxo32,0.8789577004607205
Maf,Cyp1b1,0.8787102656214975
Tagln2,Pdia4,0.8786718496371838
Tcf4,Gpx8,0.8786243949194845
Gadd45a,Ect2,0.8785318354968122
Klf4,Dpysl3,0.8784904621066907
Ikzf2,Anln,0.8784816681599993
Atf5,Ltbp4,0.8784603969330621
Tfec,Steap3,0.878379542617299
Pparg,Btbd3,0.8783745320228317
Ets1,Hbb-bs,0.8783152841248358
Irf8,Vcl,0.8781082567818874
Pparg,Flvcr2,0.8778094125633489
Dtl,Birc5,0.8777820286075514
Gadd45a,Snx5,0.8777502639418787
Klf4,Tceal9,0.8777113940342369
Nme1,AC160336.1,0.8776564775516723
Ehf,Ppic,0.8776057419624058
Nme1,Irx3,0.877258178863988
Ezh2,Ephb2,0.8770695056752434
Celf4,Adipor2,0.8770152789674753
Ikzf2,S100a10,0.876968795767498
Dnmt1,Nusap1,0.8769279463256459
Atf5,Gstm2,0.8767855180243531
Bhlhe41,Trdc,0.876727353842175
Dnmt1,Racgap1,0.8765888992233242
Atf5,AC168977.1,0.8765856357609807
Cebpa,Serpine1,0.87656930379305
Atf5,Pdpn,0.8763307528551151
Pbx1,Lgalsl,0.8762869549520861
Nme1,Cidec,0.8762656818804824
Zeb2,Trf,0.8761379049869842
Hes1,Dusp4,0.876082257425396
Msi2,S100a16,0.8759996416860388
Jdp2,Vamp5,0.8759496982614255
Ahr,Ms4a7,0.8759129492433417
Gadd45a,Csf2rb,0.8758204227496448
Atf3,Fam46c,0.8756275400696673
Celf4,Itgax,0.8756031149487465
Irf8,Gadd45b,0.8755744189571102
Msi2,Ociad2,0.8755003674763233
Nr1h3,Col18a1,0.8753843357959106
Pbx1,Tpm2,0.8753242974140443
Tfec,Ifi207,0.8752747492953405
Ahr,Clec12a,0.8752247473653574
Cebpa,Ifi204,0.8752225200309373
Ddit3,Esm1,0.8750821035078054
Ebf1,Rbp1,0.8750461556131027
Zbtb20,Ar,0.8748074475947328
H2afz,Pcsk6,0.8746458906160085
Hspa5,Mgst2,0.8745563883117404
Tcf7l2,Parvb,0.8744633074253513
Pbx1,Nrgn,0.8744574013294246
Lmo2,Prdx1,0.874453477198788
Tcf7l2,Ptprs,0.8744316408916635
Msi2,Lat,0.8743961316175991
Gata6,Fam20a,0.874242490471227
Anxa1,Ehf,0.8741043370593429
Pou2f2,Cerk,0.8740791175055663
Irf7,Ddx60,0.8739492283550674
H2afz,Cd48,0.8736396328395875
Ar,Ltbp3,0.8734682689666722
Atf3,Psap,0.8733656165603597
Nap1l1,Cxcl1,0.8733303560159581
Ebf1,Abi3bp,0.8731917382787071
Bhlhe41,Dock10,0.8728407964595484
Ebf1,Enpp3,0.8724656438416581
Tagln2,Crlf1,0.8724543176677514
Nme1,Hbb-bs,0.8723721923781372
Adarb1,Parvb,0.8723266988594244
Nap1l1,Dnmt1,0.8722928470884147
Nr1d1,C1qb,0.8722756931680475
Ikzf2,Ccnb1,0.8722163559037788
Pparg,Ctss,0.8718926450064667
Hspa5,Scgb1a1,0.8717683446075273
Dab2,Abca1,0.87167738600301
Tcf7l2,Flrt2,0.8716023440776672
Dtl,Nucks1,0.8714679090232417
Nfia,Ly75,0.8712983322414856
Tcf7,Gimap7,0.8712298958242728
Nr2f2,Muc5b,0.8712046535394067
Ebf1,Sparcl1,0.8711822585372562
Fosb,Acsl3,0.8710880841042031
Lef1,Elf5,0.8708794587180201
Klf4,Tfpi,0.8708601978724944
Nap1l1,H2-Eb1,0.8708457370412148
Adarb1,Cd200r1,0.8704445924194224
Mecom,Enpp3,0.8704213717682973
Ikzf3,Cxcr6,0.8704056692272536
Jdp2,Slpi,0.8702703540923145
Ikzf3,Srd5a1,0.8702626897598212
Tagln2,Usp18,0.8702392389882225
Irx3,Ms4a7,0.8702112564857356
Tfec,Cd200,0.8701825308202531
Nr1h3,Palld,0.870025688315342
Hivep3,Plxna1,0.8699200973561247
Atf5,9530059O14Rik,0.8699101813531636
Nfia,Card11,0.8697159478246773
Fosb,Hbb-bs,0.8695424919295964
H2afz,Slpi,0.8694019247809032
Celf4,Acaa1b,0.8693579629953905
Lmo2,Ldlr,0.8693400739977213
Msi2,Cd69,0.869273199565699
Acaa1b,Speg,0.8692582625432765
Pou2f2,Tlr7,0.8692455766736478
Zeb2,Ifit3b,0.8691069124684103
Tcf7l2,Ctnnd1,0.8690825157785425
Mef2c,Fbxo5,0.869004154165448
Nfix,Tmem86a,0.8689770603256917
Anxa1,Mthfd2,0.8688179680113869
Cebpa,Sqstm1,0.8687996933815355
Zeb2,Ybx3,0.8686640402043954
Mxd3,Mcm3,0.8685838134084999
Nfia,Eln,0.8684417460987017
Irf8,Myo5a,0.8683179374610847
Canx,Bcar3,0.8683099221199223
Id2,Ltbp3,0.8681873746196535
Zbtb20,Lamb1,0.8681528700059912
Tagln2,Ddr2,0.8681145290071116
Dab2,Ifit2,0.8681025085647073
Lmo2,Lat2,0.8680744579573021
Canx,H2-DMb1,0.8679839000130664
Cebpa,Gngt2,0.8677621499847795
Cebpa,Nenf,0.8676555686701231
Id2,Gpr171,0.8675987090747521
Ahr,Ccdc88a,0.867592205012288
Pou2f2,Cd200r1,0.8674736143078192
Zbtb20,Klrb1c,0.8673966944371133
Tfec,Flvcr2,0.8673740666711997
Ar,Pbx1,0.867259957620034
Cebpa,Gabrp,0.8672141211934236
Gata6,Rcn3,0.8671865238267991
Dbp,Iqgap3,0.8671755971309993
Hes1,Rai14,0.8670850912124739
Nr2f2,Hebp2,0.8670092630179065
Dab2,Rbms3,0.8669560980817606
Anxa1,Hebp2,0.8668048550207778
Pou2f2,Nr1h3,0.8666327536495653
Ets1,Cdc42ep3,0.8666000891822968
Nme1,Cd200r4,0.8665989914908847
Tcf7l2,Naaa,0.8665656539977703
Hspa5,Rsad1,0.8661722501855187
Mef2c,Snx5,0.8659621023625949
Mecom,Ltbp3,0.8654791816569072
Atf5,Fscn1,0.8654489525702732
Anxa1,Creg1,0.8652523259672752
Ar,Nr1d1,0.8652136732647163
Mef2c,Cmpk2,0.8652086783376214
Pou2f2,Slfn5,0.8651156623115436
Spats2,Slc6a8,0.8649257005649021
Egr1,Cd163l1,0.8649100930863735
Hivep3,Slc27a1,0.8649006405383189
Adarb1,Ctsl,0.8647171779717605
Celf4,Tfrc,0.8646624882519973
Dnmt3a,Pla2g2d,0.8645279007632527
Zeb2,Hbb-bt,0.8645258099773783
H2afz,Bin1,0.8645164115217022
Msi2,Oit1,0.864379811995857
Anxa1,Krt18,0.8643681318516644
Klf4,P2rx7,0.8642888345990989
Egr1,Cldn1,0.864197678316984
Gadd45a,Igfbp5,0.8640904694451335
Nfia,Msln,0.8640079047341505
Acaa1b,Pdia4,0.8639785105722866
Lmo2,H1f0,0.8639758389898923
Nr1h3,Ppif,0.8638019827290171
Mef2c,Cdkn1a,0.8637748940409478
Bhlhe41,Fabp5,0.8636709198244292
Cebpa,Slamf9,0.8636397471388847
H2afz,Wwtr1,0.8635239025411212
Anxa1,Il23a,0.8635238585333481
Ezh2,Sdc1,0.8634772563444054
Zbtb20,Myl9,0.8633832916470546
Pparg,Psmd1,0.8633705429819089
Spats2,Capn5,0.863345029924773
Bhlhe41,Cxcl15,0.8632936063409918
Nfia,Spns1,0.8632221884672069
Klf4,Gstm1,0.863095125381821
Gadd45a,Serpine2,0.863058405300025
Bhlhe41,Nap1l1,0.8628903859986418
Zbtb20,Gpx8,0.862881006332864
Tcf4,Vps13c,0.8628160495485777
Gadd45a,Hspa1b,0.8627854590513864
Gata6,Pdpn,0.8627408722251343
Mafb,Tenm4,0.8625813409920332
Tfec,Anxa5,0.8624458103249796
Pou2af1,Acsl3,0.8622785059470526
Tfec,Cd36,0.8622484400383811
Tfec,Hmgcs1,0.8622157546673948
Zeb2,Ifi202b,0.862198890521944
Zeb2,Ftl1,0.8619517627057779
Pou2f2,Fcgr1,0.8619150546587062
Atf5,Tmem238,0.861890506953648
Gadd45a,Cops6,0.8615030922150959
Mef2c,St6galnac4,0.8614335592904124
Id2,Tnfrsf9,0.8613238884160102
Ddit3,Scd2,0.8613192609385754
Acaa1b,Canx,0.8612915860273737
Pou2f2,Atp2a2,0.8612276242816781
Pbx1,Ctgf,0.8612269173568206
Hspa5,Ly6g,0.8611557349000442
Tfec,Tmem106a,0.8610662270306076
Mafb,Calu,0.8610297620887587
Tfec,Il1a,0.8609923133075978
Mecom,Cyp1b1,0.8609345922160766
Canx,Slc6a8,0.8609281544276698
Tcf4,Rps2,0.8608945985348936
Nkx2-1,Cldn3,0.8608467671045243
Bcl11b,Mycl,0.8607677117482735
Zeb2,Gm8369,0.8606678094625264
Ebf1,Fam57a,0.8606320808449284
Ezh2,Prr11,0.860611815387431
Fosb,Cd200r4,0.8605613235074573
Id2,Gm13571,0.8605318634889071
Anxa1,Cd3d,0.8604029168432042
Canx,Anln,0.8603057490257378
Cebpa,Itga2,0.8602763485514832
Ikzf3,Myzap,0.8602444924720882
Nfix,Hpse,0.8602125021585555
Mxd3,Inhba,0.8601121891711494
Pbx1,Pkp2,0.8598696899008951
Tfec,Gm41307,0.8598565574743504
Klf4,Pparg,0.8598356762030985
Bhlhe41,Gmppb,0.8598268329156464
Dab2,Pmp22,0.8595532996039457
Zeb2,Sash1,0.8595053122056258
Egr1,Snca,0.8594603913946677
Pax5,Hmgn1,0.8594070572147706
Hes1,Loxl2,0.8592221324036928
Pparg,Rnf128,0.8590458870663418
Nfib,C3,0.8589608742253865
Celf4,Lhfpl2,0.8589402083757217
Nfix,Dpysl3,0.8585731603523894
Hes1,Tmem176b,0.858529627590787
Dab2,Cenph,0.8585160785506565
Hspa5,Mfge8,0.8583816399587569
Odc1,Gimap6,0.8583474514767597
Hspa5,Ripply3,0.8582636359744812
Irf8,C130026I21Rik,0.858234776900406
Tcf7l2,Tgfbr3,0.8582047352762653
Nr2f2,Cyp2f2,0.8579982598047514
Egr1,Slc6a6,0.8578866724231913
Nfix,Ccl9,0.8577694018051512
Fhl2,Scgb3a1,0.8577593549295669
Dab2,Mpeg1,0.857748396095289
Acaa1b,Ifit3,0.8577041464743005
Zeb2,Fkbp2,0.8576207797035669
Adarb1,Gclc,0.8574460726429682
H1fx,Gm43936,0.8573912110931117
Nr1h3,Celf4,0.857234065770945
Nfix,Frmd4a,0.8572190425441973
Zbtb20,Muc4,0.856981693060379
Pbx1,Lhfp,0.8569388702202745
Nfib,Gpm6b,0.8569092224521072
Pparg,Abcd2,0.8568434251766371
Celf4,Gale,0.8567820779124661
Nap1l1,Cit,0.8567022210133447
Ebf1,Akap12,0.8565902071994728
Nfix,Ifit3,0.8564833056039102
Nfix,Egfr,0.8562143142228317
Egr2,Gdf15,0.8561269006189656
Msi2,Osbpl3,0.8560734913460039
Atf3,Rhoc,0.8560579783932026
Dtl,Hist1h3c,0.8558859122197212
Tcf4,Ifit1,0.8558345937913124
Nme1,Cxcl5,0.8557043346605598
Hspa5,Slpi,0.8556888824741167
Tcf4,Tenm4,0.8556509667089448
Egr1,Lyz2,0.8554620246976669
Tcf7,Hebp1,0.8554398667070265
Pparg,Comt,0.8553252416759715
