TF,target,importance
Sox4,Apbb2,5.62375105452974
Lef1,Gm12840,5.619328177984207
Nr2f2,Plpp1,5.618150979446016
Tfec,Hipk2,5.617536429746363
Nr2f2,Pbx1,5.615355289261627
Adarb1,Plekhm2,5.612677540043353
Irf8,H2-DMa,5.612605054957857
Mafb,Plekho1,5.6030632318766305
Nme1,Pgls,5.601480451681322
Pou2f2,Plac8,5.599448106135713
Ebf1,Myo1e,5.597692692259121
Nr2f2,Col6a1,5.594363752019054
Gadd45a,Ly6g,5.594191787867448
Dab2,Pld3,5.588748377325535
Nap1l1,Rpl3,5.587766446799462
Nfib,Abi3bp,5.584182615334344
H2afz,Ly6c2,5.583106617115829
Ets1,Sh2d1a,5.5764667067934495
Lef1,Plcxd2,5.575683767332731
Nr2f2,Nfib,5.574571442568437
Jdp2,Kcnk2,5.572645645817416
Bcl11b,Ets1,5.569757019586856
Nap1l1,H1fx,5.55854241790013
Gata6,Ano1,5.5528298765343935
Pou2f2,Ceacam1,5.549258518395005
Nr2f2,Igfbp7,5.547796425325997
Tcf7,Lck,5.5470674067012675
Nfib,Ces2g,5.54604185913995
H1fx,Cdc20,5.544922731098767
Atf5,Lurap1l,5.544391868890276
Ets1,Ikzf3,5.534805856215556
Fosb,C3ar1,5.534649759253704
Lef1,Cblb,5.53350276977433
H2afz,Serpinb9,5.531104511192798
Tcf7l2,Gns,5.526818766934833
Mxd3,Cdk1,5.524437681946096
Tfec,Tbxas1,5.522018282912832
Dab2,Krt19,5.521584007552518
Ddit3,Wfdc18,5.517044582742092
Nfib,Heg1,5.516903373103282
Nfib,Igfbp7,5.5122952980365785
Dab2,Prune2,5.51142082414014
Nfib,Rbp4,5.511389853784514
Tcf7,Dusp10,5.510617691410367
Gadd45a,Dgat2,5.509539161979929
Irf7,Ifit3,5.507938731849876
Irf7,Tmc5,5.5065587788891905
Anxa1,Ctsd,5.503534126585341
Pou2af1,AC168977.1,5.501023848171534
Cebpa,Ccl9,5.491789345432325
Anxa1,Cd300c2,5.488917805834356
Spats2,Krt8,5.488540611935116
Nfib,Cavin1,5.486556078480115
Cebpa,Cd93,5.485227621589076
Pou2f2,Ddit4,5.484151939829492
Anxa1,Itgb2,5.482301195136148
Nr2f2,Tpm2,5.482133486478246
Tcf7l2,Lsr,5.477561146522427
Nr2f2,Selenbp1,5.464771673262268
Pax5,Bank1,5.464012092625166
Bhlhe41,Pla2g2d,5.463355157255133
Tfec,Myof,5.4620821242789965
Foxm1,Aurkb,5.457469544344374
Arg1,Anxa8,5.457391600472151
Nfib,Medag,5.457045876279212
Nfix,Fxyd2,5.447964548852028
