TF,target,importance
Id2,Ccl3,5.392571160503791
Atf5,Asns,5.392057243564683
Bhlhe41,Blvra,5.385439719387962
Tcf7l2,Sptbn1,5.38530097275362
Irf8,Slc29a1,5.383451084242143
Pax5,Mzb1,5.378350816665489
Irf8,Lrpap1,5.3758184643673
Sox2,Kif11,5.373102232405811
Nkx2-1,Stk39,5.370374334072759
Lmo2,Snca,5.367583802192918
Mxd3,Kif20a,5.366444494978823
Adarb1,Flt1,5.363618041108277
Mecom,Id3,5.362222871776259
Nkx2-1,H2afz,5.355288857422886
Anxa1,Hba-a1,5.341183307495642
Tcf7l2,Adcy3,5.341028765321116
Ezh2,Brip1,5.336324931505509
Bcl11b,Itga1,5.334303378163141
Jdp2,Emp1,5.331600463521416
Zeb2,Naglu,5.327242873308458
Irf7,Plpp1,5.326039328619273
Mafb,Epb41l3,5.32219002137315
Irf8,Apoe,5.321350707474658
Sox2,Cavin1,5.318628771099537
H2afz,Ect2,5.315975464149459
Elf5,Cd81,5.315957644530126
Ckmt1,Elf5,5.31290685610131
Hmgn3,Ada,5.309508334858202
Ikzf3,Trac,5.309270283651892
Tcf7l2,Kcnn3,5.30923931205684
Irf7,Hsd17b2,5.307804067766425
Pbx1,Scgb3a2,5.303168219904241
Bcl11b,Ska1,5.2988390569242565
Tcf7l2,Flvcr2,5.293087047508677
Arg1,Cyp2b10,5.291639341266443
Dnmt3a,Acp5,5.286824845751755
Ckmt1,Ptges,5.281378839418674
Odc1,Cdkn1a,5.277595939144442
Elf5,Fmo1,5.27330673212974
Ikzf3,Gimap7,5.269054584798245
Irf7,Ddx60,5.264988711820429
Irf7,Id2,5.262951410250306
Irf7,Klk8,5.262796765596839
Anxa1,Tacstd2,5.2508492210457085
Bhlhe41,Maged1,5.249554739168431
Dab2,Hspd1,5.248399207192605
Dnmt1,Dtl,5.234659469260026
Tagln2,Spc24,5.2288372453009435
Id2,Laptm5,5.226753711038035
Anxa1,Cavin3,5.225663141234635
Fhl2,Fhl1,5.225650483169902
Ehf,Cd81,5.22395734861812
Id1,Lcn2,5.22050673449781
Bhlhe41,Syne1,5.219858297871402
Hmgn3,Parva,5.21984374921443
Klf4,Nr2f2,5.218551066665959
Irf8,Dbi,5.209766630494618
Mxd3,Bub1b,5.20440712668004
Irf7,Avpi1,5.199463081360731
Irf8,Mertk,5.196268761159259
Ebf1,Iglc1,5.195937000515533
Spats2,Hmgn3,5.194035996234611
Irf8,Mtss1,5.192975422227695
Arg1,Ripply3,5.19264943517029
Irf7,Magi3,5.191889314200049
Bhlhe41,Plin2,5.189924700513887
Bhlhe41,Dst,5.1816925361481605
Bhlhe41,Pla2g2d,5.178490494637849
Dnmt3a,Psen2,5.176142142212716
Dnmt3a,Arhgap6,5.172777109627267
Mafb,Fam213b,5.170260936804562
Bhlhe41,Myo5a,5.167909511909148
Dnmt3a,Pkdcc,5.162069284710524
Id1,Igha,5.159137686727834
Atf5,Fmo2,5.154100223767216
Bhlhe41,F7,5.1529387882984095
Egr1,Wfdc21,5.143369936333126
Irf7,Padi1,5.14232338275231
Irf7,Pf4,5.141190706370812
Mafb,Ms4a6c,5.132814928932121
Nr1h3,Vcam1,5.13266283510887
Irf7,Tlcd2,5.132159800165692
Adarb1,Serpine1,5.130895722723988
Spats2,Sgo2a,5.127439841786133
Cebpa,Rnase6,5.125525201744433
Irf8,Man2a2,5.1157050630201795
Irf8,Selenom,5.115572529434757
Irf8,Rexo2,5.114149723402067
Irf8,Ddhd1,5.112701604098001
Ikzf3,Ets1,5.10870210002714
Adarb1,Mrc1,5.107684182908858
Ebf1,Gm31243,5.104844431899115
Bhlhe41,Maoa,5.100166308733001
